id,url,ja,zh_cn,zh_tw,en,translate,note,source
4x,https://www.busfan.club/genre/4x,筋肉,肌肉,肌肉,Muscular,肌肉,,jav321;javbus;javlib
uncensored-11s,https://www.busfan.club/uncensored/genre/11s,精液塗り込み,精液涂抹,精液塗抹,semen body painting,精液塗抹,,avsox;javbus
uncensored-gre132,https://www.busfan.club/uncensored/genre/gre132,精液流し込み・押込み,灌入精液,灌入精液,Semen poured,灌入精液,,avsox;javbus
uncensored-gre023,https://www.busfan.club/uncensored/genre/gre023,素人,业余,素人,素人,素人,,avsox;jav321;javbus;javlib
uncensored-b6,https://www.busfan.club/uncensored/genre/b6,素股,摩擦,摩擦,素股,摩擦,,avsox;javbus
uncensored-4s,https://www.busfan.club/uncensored/genre/4s,素顔,素颜,素顏,素顔,素顏,,avsox;javbus
uncensored-gre013,https://www.busfan.club/uncensored/genre/gre013,絶叫,尖叫,尖叫,絶叫,尖叫,,avsox;javbus
uncensored-gre054,https://www.busfan.club/uncensored/genre/gre054,網タイツ,网袜,網襪,Net tights,網襪,,avsox;javbus
uncensored-gre134,https://www.busfan.club/uncensored/genre/gre134,縄,绑缚,綁縛,縄,綁縛,,avsox;javbus
uncensored-22,https://www.busfan.club/uncensored/genre/22,縛り,束缚,束縛,縛り,束縛,,avsox;javbus;javlib
1q,https://www.busfan.club/genre/1q,縛り・緊縛,紧缚,紧缚,Bondage,紧缚,,jav321;javbus
et,https://www.busfan.club/genre/et,罵倒,骂倒,罵倒,罵倒,骂倒,,javbus
uncensored-bl,https://www.busfan.club/uncensored/genre/bl,美マン,美穴,美穴,Beautiful Pussy,美穴,,avsox;javbus
uncensored-gre064,https://www.busfan.club/uncensored/genre/gre064,美乳,乳房,美乳,美乳,美乳,,avsox;jav321;javbus;javlib
uncensored-gre049,https://www.busfan.club/uncensored/genre/gre049,美女,美人,美人,美女,美人,,avsox;javbus
30,https://www.busfan.club/genre/30,美少女,美少女,美少女,Beautiful Girl,美少女,,avsox;jav321;javbus;javlib
ayjq,https://www.b49t.com/cn/vl_genre.php?g=ayjq,美少女ムービー,美少女电影,美少女電影,Girl Movie,美少女电影,,javlib
uncensored-gre068,https://www.busfan.club/uncensored/genre/gre068,美尻,美臀,美臀,美尻,美臀,,avsox;javbus
uncensored-gre071,https://www.busfan.club/uncensored/genre/gre071,美白,美白,美白,美白,美白,,avsox;javbus
uncensored-1da,https://www.busfan.club/uncensored/genre/1da,美肌・美白,美肌,美肌,Beautiful Skin,美肌,,avsox;javbus
uncensored-gre069,https://www.busfan.club/uncensored/genre/gre069,美脚,美腿,美腿,美脚,美腿,,avsox;javbus
3y,https://www.busfan.club/genre/3y,羞恥,羞耻,羞恥,Shame,羞耻,,jav321;javbus;javlib
4l,https://www.busfan.club/genre/4l,義母,后母,婆婆,Stepmom,婆婆,,avsox;jav321;javbus;javlib
26,https://www.busfan.club/genre/26,職業色々,各种职业,各種職業,Various Worker,各种职业,,jav321;javbus;javlib
uncensored-11e,https://www.busfan.club/uncensored/genre/11e,胸に精液,射在胸部,射在胸部,Cum On tits,射在胸部,,avsox;javbus
ec,https://www.busfan.club/genre/ec,胸チラ,,胸チラ,胸チラ,露胸,,javbus
2x,https://www.busfan.club/genre/2x,脚フェチ,恋腿癖,戀腿癖,Foot Fetish,恋腿癖,,jav321;javbus;javlib
1r,https://www.busfan.club/genre/1r,脱糞,排便,排便,Pooping,排便,,jav321;javbus;javlib
a4ia,https://www.b49t.com/cn/vl_genre.php?g=a4ia,脱衣,脱衣,脫衣,Undressing,脱衣,,javlib
uncensored-178,https://www.busfan.club/uncensored/genre/178,脱衣所,更衣室,更衣室,脱衣所,更衣室,,avsox;javbus
uncensored-14w,https://www.busfan.club/uncensored/genre/14w,腹に精液,射在腹部,射在腹部,Cum on belly,射在腹部,,avsox;javbus
uncensored-e7,https://www.busfan.club/uncensored/genre/e7,自宅,家中,家中,自宅,家中,,avsox;javbus
uncensored-8q,https://www.busfan.club/uncensored/genre/8q,舌,舌头,舌頭,舌,舌頭,,avsox;javbus
e4,https://www.busfan.club/genre/e4,花嫁,,花嫁,花嫁,新娘,,javbus
ni,https://www.b49t.com/cn/vl_genre.php?g=ni,花嫁、若妻,新娘、年轻妻子,新娘、年輕妻子,"Bride, Young Wife",新娘、年轻妻子,,javlib
2z,https://www.busfan.club/genre/2z,花嫁・若妻,新娘、年轻妻子,新娘、年輕妻子,Young Wife,新娘、年轻妻子,,jav321;javbus
a4lq,https://www.b49t.com/cn/vl_genre.php?g=a4lq,芸能人,艺人,藝人,Entertainer,艺人,,javlib
f6,https://www.busfan.club/genre/f6,蝋燭,蝋烛,蝋燭,蝋燭,滴蜡,,avsox;javbus;javlib
uncensored-hb,https://www.busfan.club/uncensored/genre/hb,街中,大街,大街,街中,大街,,avsox;javbus
2s,https://www.busfan.club/genre/2s,裸エプロン,裸体围裙,裸體圍裙,Naked Apron,裸体围裙,,jav321;javbus;javlib
uncensored-1di,https://www.busfan.club/uncensored/genre/1di,裸ソックス,裸体袜子,裸體襪子,Socks on Naked Body,裸體襪子,,avsox;javbus
uncensored-kr,https://www.busfan.club/uncensored/genre/kr,複数プレイ,乱搞,亂搞,複数プレイ,亂搞,,avsox;javbus
54,https://www.busfan.club/genre/54,複数話,故事集,故事集,Series,故事集,,jav321;javbus;javlib
dz,https://www.busfan.club/genre/dz,覆面・マスク,,覆面・マスク,覆面・マスク,蒙面,,javbus
uncensored-11x,https://www.busfan.club/uncensored/genre/11x,覆面男（マスク含）,面具男,面具男,Mask man,面具男,,avsox;javbus
a4nq,https://www.b49t.com/cn/vl_genre.php?g=a4nq,覗き,偷窥,偷窺,Peeping,偷窥,,javlib
59,https://www.busfan.club/genre/59,触手,触手,觸手,Tentacle,触手,,jav321;javbus;javlib
uncensored-19o,https://www.busfan.club/uncensored/genre/19o,訪問,访问,訪問,訪問,訪問,,avsox;javbus
uncensored-gre021,https://www.busfan.club/uncensored/genre/gre021,訪問販売,推销,推銷,訪問販売,推銷,,avsox;javbus
uncensored-gre017,https://www.busfan.club/uncensored/genre/gre017,診察,检查,檢查,診察,檢查,,avsox;javbus
a4ua,https://www.b49t.com/cn/vl_genre.php?g=a4ua,話題作,主题工作,主題工作,Topic Work,主题工作,,javlib
uncensored-6p,https://www.busfan.club/uncensored/genre/6p,誘惑,诱惑,誘惑,誘惑,誘惑,,avsox;javbus
uncensored-6t,https://www.busfan.club/uncensored/genre/6t,調教,调教,調教,調教,調教,,avsox;javbus;javlib
3b,https://www.busfan.club/genre/3b,調教・奴隷,性奴,性奴,Sex Slave,性奴,,jav321;javbus
t,https://www.busfan.club/genre/t,貧乳・微乳,贫乳・微乳,貧乳・微乳,Small Tits,贫乳・微乳,,jav321;javbus
uncensored-17g,https://www.busfan.club/uncensored/genre/17g,買い物,购物,購物,買い物,購物,,avsox;javbus
uncensored-vn,https://www.busfan.club/uncensored/genre/vn,質問,问题,問題,質問,問題,,avsox;javbus
uncensored-1f,https://www.busfan.club/uncensored/genre/1f,超VIP,超VIP,超VIP,超VIP,超VIP,,avsox;javbus
5d,https://www.busfan.club/genre/5d,超乳,超乳,超乳,Huge Tits,超乳,,jav321;javbus;javlib
uncensored-1av,https://www.busfan.club/uncensored/genre/1av,超有名S級女優,S级女优,S級女優,Famous Names,S級女優,,avsox;javbus
azgq,https://www.b49t.com/cn/vl_genre.php?g=azgq,趣味、教養,爱好、文化,愛好、文化,"Hobby, Culture",爱好、文化,,javlib
4j,https://www.busfan.club/genre/4j,足コキ,足交,足交,Footjob,足交,,avsox;jav321;javbus;javlib
uncensored-gre141,https://www.busfan.club/uncensored/genre/gre141,踏みつけ,踩踏,踩踏,踏みつけ,踩踏,,avsox;javbus
uncensored-30,https://www.busfan.club/uncensored/genre/30,車,车,車,車,車,,avsox;javbus
uncensored-gre146,https://www.busfan.club/uncensored/genre/gre146,車内,车内,車內,車内,車內,,avsox;javbus
e6,https://www.busfan.club/genre/e6,軟体,软体,軟体,軟体,软体,,avsox;javbus
3m,https://www.busfan.club/genre/3m,輪姦,轮奸,輪姦,Gang Bang,轮奸,,jav321;javbus;javlib
uncensored-gre092,https://www.busfan.club/uncensored/genre/gre092,輪姦中出し,轮奸,輪姦,Gangbang,輪姦,,avsox;javbus
3s,https://www.busfan.club/genre/3s,辱め,凌辱,凌辱,Torture & Rape,凌辱,,jav321;javbus
di,https://www.b49t.com/cn/vl_genre.php?g=di,辱罵,乱伦,辱骂,亂倫,乱伦,Insult,javlib
uncensored-he,https://www.busfan.club/uncensored/genre/he,近所,附近,附近,近所,附近,,avsox;javbus
uncensored-1co,https://www.busfan.club/uncensored/genre/1co,近親○姦,亲人,親人,Kinshin-Soukan,親人,,avsox;javbus
20,https://www.busfan.club/genre/20,近親相姦,乱伦,亂倫,Incest,乱伦,,jav321;javbus
37,https://www.busfan.club/genre/37,逆ナン,倒追,倒追,Reverse Pick Up,倒追,,avsox;jav321;javbus;javlib
ev,https://www.busfan.club/genre/ev,逆レイプ,逆强奸,逆レイプ,逆レイプ,逆强奸,,javbus
uncensored-gre100,https://www.busfan.club/uncensored/genre/gre100,連続中出し,连续内射,連續內射,連続中出し,連續內射,,avsox;javbus
uncensored-gre139,https://www.busfan.club/uncensored/genre/gre139,遠隔操作,远程操作,遠程操作,遠隔操作,遠程操作,,avsox;javbus
ea,https://www.busfan.club/genre/ea,部下・同僚,,部下・同僚,部下・同僚,部下・同僚,,javbus
uncensored-gre144,https://www.busfan.club/uncensored/genre/gre144,部屋,房间,房間,部屋,房間,,avsox;javbus
ez,https://www.busfan.club/genre/ez,部活・マネージャー,,部活・マネージャー,部活・マネージャー,社团经理,,javbus
uncensored-gre012,https://www.busfan.club/uncensored/genre/gre012,酒,喝酒,喝酒,酒,喝酒,,avsox;javbus
uncensored-gre129,https://www.busfan.club/uncensored/genre/gre129,野外,户外,野外,Outdoors,野外,,avsox;javbus;javlib
1i,https://www.busfan.club/genre/1i,野外・露出,野外・露出,野外・露出,Outdoor,野外・露出,,jav321;javbus
uncensored-gre123,https://www.busfan.club/uncensored/genre/gre123,野外露出,露出,露出,Outdoor,露出,,avsox;javbus
uncensored-11w,https://www.busfan.club/uncensored/genre/11w,鉄格子,牢笼,牢籠,bars/lock,牢籠,,avsox;javbus
2i,https://www.busfan.club/genre/2i,長身,高个子,高,Tall Girl,高,,avsox;jav321;javbus;javlib
uncensored-125,https://www.busfan.club/uncensored/genre/125,開口具（ボールギャグ含）,开口器,開口器,Tool for opening mouse,開口器,,avsox;javbus
uncensored-wj,https://www.busfan.club/uncensored/genre/wj,階段,楼梯,樓梯,階段,樓梯,,avsox;javbus
uncensored-gre120,https://www.busfan.club/uncensored/genre/gre120,電マ,电动按摩器,電動按摩器,電マ,電動按摩器,,avsox;jav321;javbus;javlib
uncensored-12u,https://www.busfan.club/uncensored/genre/12u,電気ドリル,电钻,電鑽,Electric drill,電鑽,,avsox;javbus
le,https://www.b49t.com/cn/vl_genre.php?g=le,露出,露出,露出,Exposure,露出,,javlib
azcq,https://www.b49t.com/cn/vl_genre.php?g=azcq,青春,青年,青年,Youth,青年,,javlib
eq,https://www.busfan.club/genre/eq,面接,面试,面接,面接,面试,,avsox;javbus
uncensored-15z,https://www.busfan.club/uncensored/genre/15z,鞭,鞭打,鞭打,鞭,鞭打,,avsox;javbus
a4hq,https://www.b49t.com/cn/vl_genre.php?g=a4hq,韓国,韩国,韓國,Korean,韩国,,javlib
5,https://www.busfan.club/genre/5,顔射,颜射,顏射,Facial,颜射,,avsox;jav321;javbus;javlib
uncensored-gre099,https://www.busfan.club/uncensored/genre/gre099,顔面騎乗,骑在脸上,騎在臉上,Sitting on face,騎在臉上,,avsox;jav321;javbus;javlib
uncensored-8w,https://www.busfan.club/uncensored/genre/8w,願い,愿望,願望,願い,願望,,avsox;javbus
du,https://www.b49t.com/cn/vl_genre.php?g=du,風俗嬢,妓女,妓女,Prostitutes,妓女,,javlib
uncensored-gre002,https://www.busfan.club/uncensored/genre/gre002,風呂,洗澡,洗澡,風呂,洗澡,,avsox;javbus
4t,https://www.busfan.club/genre/4t,食糞,食粪,食糞,Scat,食粪,,jav321;javbus;javlib
ey,https://www.busfan.club/genre/ey,飲み会・合コン,,飲み会・合コン,飲み会・合コン,酒会・联谊会,,javbus
uncensored-14v,https://www.busfan.club/uncensored/genre/14v,飲尿,饮尿,喝尿,drinking piss,喝尿,,avsox;jav321;javbus;javlib
uncensored-1bu,https://www.busfan.club/uncensored/genre/1bu,首かせ,颈链,頸鏈,choker,頸鏈,,avsox;javbus
uncensored-yk,https://www.busfan.club/uncensored/genre/yk,首輪,项圈,項圈,collar(BDSM),項圈,,avsox;javbus
uncensored-gre107,https://www.busfan.club/uncensored/genre/gre107,駅弁,站立位,站立位,駅弁,站立位,,avsox;javbus
42,https://www.busfan.club/genre/42,騎乗位,骑乘位,女上位,Cowgirl,女上位,,avsox;jav321;javbus;javlib
uncensored-141,https://www.busfan.club/uncensored/genre/141,騎乗位中出し,骑乘内射,騎乘內射,Creampie-riding,騎乘內射,,avsox;javbus
uncensored-164,https://www.busfan.club/uncensored/genre/164,騙姦,骗奸,騙奸,騙姦,騙奸,,avsox;javbus
hd,https://www.busfan.club/genre/hd,高解像度,,高清,High Definition,高清,画质、字幕相关的，要看实际下载的影片,javbus
uncensored-110,https://www.busfan.club/uncensored/genre/110,髪に精液,射在头发,射在頭髮,cum on hair,射在頭髮,,avsox;javbus
3r,https://www.busfan.club/genre/3r,鬼畜,粗暴,粗暴,Rough Sex,粗暴,,jav321;javbus
aqua,https://www.b49t.com/cn/vl_genre.php?g=aqua,鬼畜系,魔鬼系,魔鬼系,Evil,魔鬼系,,javlib
uncensored-9a,https://www.busfan.club/uncensored/genre/9a,魔女,魔女,魔女,魔女,魔女,,avsox;javbus
5r,https://www.busfan.club/genre/5r,魔法少女,魔法少女,魔法少女,Magical Girl,魔法少女,,jav321;javbus
uncensored-gre047,https://www.busfan.club/uncensored/genre/gre047,黒人とSEX,黑人,黑人,with a black man,黑人,,avsox;javbus
z,https://www.busfan.club/genre/z,黒人男優,黑人演员,黑人演員,Black Man,黑人演员,,jav321;javbus;javlib
uncensored-5g,https://www.busfan.club/uncensored/genre/5g,黒髪,黑发,黑髮,黒髪,黑髮,,avsox;javbus
uncensored-gre081,https://www.busfan.club/uncensored/genre/gre081,黒髪ロング,长发,長發,黒髪ロング,長發,,avsox;javbus
f7,https://www.busfan.club/genre/f7,鼻フック,,鼻フック,鼻フック,鼻夹,,javbus
uncensored-gre126,https://www.busfan.club/uncensored/genre/gre126,３P,多P,多P,３P,多P,,avsox;javbus
uncensored-gre111,https://www.busfan.club/uncensored/genre/gre111,Ｗフェラ,多人口交,多人口交,Ｗフェラ,多人口交,,avsox;javbus
